,location,beds,size_sqft,bath,balcony,price
11891,Lingadheeranahalli,3 BHK,1684.0,3.0,1.0,120000.0
11892,Hennur Road,3 BHK,1672.0,3.0,2.0,86000.0
11893,Panathur,2 BHK,1075.0,2.0,2.0,60000.0
11894,Sarjapur,3 BHK,1500.0,5.0,2.0,95000.0
11895,HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,56000.0
11896,Hebbal,2 BHK,1420.0,2.0,1.0,99260.0
11897,Nagashetty Halli,2 BHK,750.0,2.0,0.0,40000.0
11898,Yeshwanthpur,2 BHK,1169.0,2.0,2.0,64080.0
11899,Devanahalli,3 BHK,1290.0,2.0,1.0,62000.0
11900,Kengeri,2 BHK,1160.0,2.0,2.0,40600.0
11901,Shampura,7 BHK,2800.0,5.0,3.0,95000.0
11902,Mysore Road,3 BHK,1500.0,3.0,2.0,70000.0
11903,Domlur,3 BHK,1850.0,3.0,1.0,180000.0
11904,Venkatapura,3 BHK,1300.0,3.0,2.0,46000.0
11905,Electronic City Phase II,3 BHK,1310.0,2.0,1.0,37840.0
11906,RMV,3 BHK,2750.0,5.0,2.0,550000.0
11907,Bhoopsandra,3 BHK,2150.0,3.0,0.0,170000.0
11908,5th Block Hbr Layout,6 BHK,5100.0,5.0,3.0,300000.0
11909,Kanakpura Road,3 BHK,1300.0,2.0,3.0,69000.0
11910,Kadugodi,3 BHK,1875.0,2.0,1.0,110000.0
11911,Hulimavu,3 BHK,1260.0,2.0,1.0,82000.0
11912,Kengeri,5 BHK,2500.0,4.0,3.0,100000.0
11913,Begur Road,2 BHK,1241.0,2.0,1.0,64000.0
11914,Sarjapur  Road,2 BHK,1025.0,2.0,2.0,45500.0
11915,Postal Colony,2 BHK,1500.0,1.0,0.0,218000.0
11916,Electronic City,2 BHK,1070.0,2.0,1.0,60000.0
11917,Begur,2 BHK,815.0,2.0,1.0,40000.0
11918,Kanakpura Road,3 BHK,2000.0,3.0,3.0,105000.0
11919,Malleshwaram,2 BHK,1400.0,2.0,1.0,190000.0
11920,Varthur,4 BHK,1740.0,4.0,3.0,175000.0
11921,ITPL,4 BHK,5667.5,5.0,0.0,300000.0
11922,Sarjapur  Road,2 BHK,1216.0,2.0,2.0,70000.0
11923,pavitra paradise,3 BHK,2200.0,2.0,1.0,190000.0
11924,Hegde Nagar,4 BHK,3500.0,5.0,2.0,450000.0
11925,Shampura,6 BHK,970.0,6.0,3.0,105000.0
11926,Vidyaranyapura,7 BHK,3150.0,7.0,3.0,375000.0
11927,Kanakpura Road,2 BHK,1200.0,2.0,0.0,62000.0
11928,Marathahalli,2 BHK,1026.0,2.0,1.0,50180.0
11929,Hulimavu,1 BHK,450.0,1.0,1.0,20000.0
11930,KR Puram,2 BHK,1205.0,2.0,1.0,45790.0
11931,Jakkur Plantation,2 BHK,1368.0,2.0,3.0,87000.0
11932,Anekal,1 BHK,420.0,1.0,1.0,12500.0
11933,Doddakallasandra,2 BHK,1270.0,2.0,2.0,42000.0
11934,Anekal,2 BHK,614.0,1.0,1.0,28000.0
11935,Margondanahalli,2 BHK,1050.0,2.0,0.0,58000.0
11936,Yelahanka,2 BHK,1408.0,2.0,2.0,58000.0
11937,Subramanyapura,3 BHK,1223.0,2.0,2.0,42810.0
11938,Reliaable Tranquil Layout,3 BHK,1507.0,3.0,1.0,80000.0
11939,kadubisnahalli,2 BHK,1160.0,2.0,2.0,57000.0
11940,Kithaganur,3 BHK,1200.0,3.0,1.0,70000.0
11941,Poorna Pragna Layout,2 BHK,960.0,2.0,3.0,50000.0
11942,NGR Layout,2 BHK,1021.0,2.0,2.0,46000.0
11943,Hegde Nagar,3 BHK,2162.03,4.0,2.0,129000.0
11944,Channasandra,2 BHK,1065.0,2.0,1.0,36000.0
11945,Attibele,1 BHK,400.0,1.0,1.0,10250.0
11946,Bannerghatta Road,3 BHK,1465.0,2.0,1.0,75000.0
11947,Kanakpura Road,2 BHK,900.0,2.0,1.0,41000.0
11948,Marathahalli,3 BHK,1800.0,3.0,2.0,95000.0
11949,Amblipura,2 BHK,1175.0,2.0,2.0,83000.0
11950,Lavelle Road,3 BHK,6729.0,4.0,,900000.0
11951,Vijayanagar,4 BHK,1500.0,4.0,1.0,360000.0
11952,Sanjay nagar,2 BHK,1050.0,2.0,0.0,59000.0
11953,Electronic City Phase II,3 BHK,1400.0,2.0,2.0,40430.0
11954,Indira Nagar,3 BHK,1650.0,3.0,1.0,150000.0
11955,KR Puram,3 BHK,1827.0,3.0,2.0,97000.0
11956,Thanisandra,3 BHK,1930.0,4.0,2.0,122000.0
11957,Mysore Road,2 BHK,883.0,2.0,1.0,37000.0
11958,Kengeri,1 BHK,550.0,1.0,1.0,16750.0
11959,Electronic City,3 BHK,1400.0,2.0,1.0,40440.0
11960,RMV 2nd Stage,4 BHK,1350.0,4.0,1.0,310000.0
11961,Kanakapura,3 BHK,1290.0,2.0,3.0,38690.0
11962,Raja Rajeshwari Nagar,3 BHK,1021.0,3.0,2.0,59000.0
11963,Whitefield,2 BHK,1158.0,2.0,1.0,55000.0
11964,Varanasi,5 BHK,1200.0,4.0,1.0,99000.0
11965,Nagarbhavi,3 BHK,1400.0,2.0,2.0,135000.0
11966,Doddaballapur,4 BHK,2400.0,3.0,0.0,200000.0
11967,Munnekollal,3 BHK,1200.0,2.0,1.0,57900.0
11968,JP Nagar,3 BHK,1520.0,3.0,2.0,125000.0
11969,Thanisandra,1 BHK,777.0,1.0,0.0,38460.0
11970,EPIP Zone,3 BHK,2710.0,3.0,2.0,177000.0
11971,Kenchenahalli,2 BHK,1150.0,2.0,2.0,57000.0
11972,Yelahanka,2 BHK,1101.0,2.0,2.0,37000.0
11973,Mahalakshmi Layout,3 BHK,1200.0,2.0,3.0,110000.0
11974,Hebbal,2 BHK,1252.0,2.0,1.0,92000.0
11975,Marathahalli,3 BHK,1650.0,3.0,2.0,85000.0
11976,Marathahalli,2 BHK,1270.0,2.0,2.0,80000.0
11977,Tumkur Road,2 BHK,992.0,2.0,1.0,70000.0
11978,BEML Layout,3 BHK,2000.0,3.0,2.0,85000.0
11979,Geddalahalli,2 BHK,893.0,2.0,2.0,34500.0
11980,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,41490.0
11981,Kumaraswami Layout,7 BHK,3200.0,7.0,0.0,150000.0
11982,Electronic City,2 BHK,1190.0,2.0,1.0,42000.0
11983,Ashwathnagar,3 BHK,800.0,2.0,0.0,60000.0
11984,Sarjapur  Road,3 BHK,1814.0,3.0,3.0,63000.0
11985,Rahmath Nagar,3 BHK,1400.0,3.0,2.0,98000.0
11986,Bommasandra,5 BHK,1400.0,6.0,3.0,252000.0
11987,Murugeshpalya,3 BHK,1344.0,2.0,0.0,56000.0
11988,Whitefield,4 BHK,5400.0,5.0,3.0,475000.0
11989,Kanakpura Road,3 BHK,1843.0,3.0,2.0,95000.0
11990,Chikkadunnasandra,2 BHK,1138.0,2.0,1.0,32000.0
11991,Nagappa Reddy Layout,3 BHK,1495.0,2.0,2.0,70000.0
11992,Electronic City,2 BHK,880.0,2.0,1.0,19000.0
11993,Whitefield,3 BHK,1396.0,3.0,1.0,74000.0
11994,Garudachar Palya,3 BHK,1610.0,2.0,3.0,119000.0
11995,Tindlu,2 BHK,1050.0,2.0,2.0,55000.0
11996,Kumbena Agrahara,3 BHK,1410.0,2.0,2.0,43710.0
11997,Ramamurthy Nagar,2 BHK,1050.0,2.0,2.0,37800.0
11998,Kumaraswami Layout,3 BHK,1310.0,2.0,1.0,85000.0
11999,Yelahanka,2 BHK,1104.0,2.0,2.0,58000.0
12000,Hennur Road,2 BHK,1165.0,2.0,1.0,67000.0
12001,Kudlu,2 BHK,1027.0,2.0,2.0,44000.0
12002,Hormavu,2 BHK,1310.0,2.0,3.0,60000.0
12003,Chikkanahalli,2 BHK,1052.0,2.0,2.0,52000.0
12004,Singasandra,3 BHK,1464.0,3.0,2.0,56000.0
12005,1st Block Koramangala,2 BHK,1000.0,2.0,2.0,45000.0
12006,Jayanagar,3 BHK,2240.0,3.0,2.0,300000.0
12007,Electronic City,2 BHK,1150.0,2.0,1.0,38080.0
12008,Thanisandra,3 BHK,2019.0,3.0,1.0,70670.0
12009,Varthur,2 BHK,986.0,2.0,1.0,31000.0
12010,Banashankari Stage III,1 BHK,1350.0,1.0,1.0,145000.0
12011,9th Phase JP Nagar,8 BHK,800.0,8.0,,140000.0
12012,Akshaya Nagar,3 BHK,1893.0,4.0,2.0,95000.0
12013,Gollarapalya Hosahalli,3 BHK,1318.0,3.0,2.0,56000.0
12014,Yelahanka,3 BHK,1325.0,2.0,2.0,58000.0
12015,Kereguddadahalli,2 BHK,800.0,2.0,1.0,33000.0
12016,Canara Bank Colony,3 BHK,1300.0,3.0,2.0,42250.0
12017,Dodda Banaswadi,3 BHK,1300.0,2.0,2.0,60000.0
12018,Jalahalli East,2 BHK,1010.0,2.0,1.0,52000.0
12019,Banashankari,2 BHK,1260.0,2.0,3.0,75000.0
12020,Ulsoor,4 BHK,2500.0,4.0,0.0,170000.0
12021,Halanayakanahalli,3 BHK,1520.0,3.0,1.0,165000.0
12022,Bellandur,3 BHK,1665.0,3.0,,85000.0
12023,Subramanyapura,3 BHK,1800.0,3.0,,80000.0
12024,Harlur,2 BHK,1197.0,2.0,1.0,75000.0
12025,Manayata Tech Park,2 BHK,1050.0,2.0,2.0,45000.0
12026,Manjunath Nagar,5 BHK,910.0,4.0,2.0,194000.0
12027,Thanisandra,3 BHK,1241.0,2.0,1.0,68000.0
12028,Maithri Layout,3 BHK,1567.0,2.0,3.0,62000.0
12029,Kasavanhalli,3 BHK,1747.0,3.0,1.0,110000.0
12030,Ramagondanahalli,3 BHK,1475.0,2.0,2.0,55000.0
12031,Park View Layout,4 BHK,600.0,4.0,1.0,70000.0
12032,Xavier Layout,3 BHK,1524.0,4.0,2.0,400000.0
12033,Hennur Road,2 BHK,980.0,2.0,1.0,51000.0
12034,Dasanapura,2 BHK,966.0,2.0,1.0,58000.0
12035,Ferrar Nagar,4 BHK,2360.0,3.0,2.0,185000.0
12036,Sarjapur  Road,2 BHK,1112.0,2.0,1.0,62000.0
12037,Electronic City,2 BHK,550.0,1.0,1.0,16000.0
12038,Surabhi Layout,3 BHK,1760.0,3.0,3.0,90000.0
12039,Hennur,3 BHK,1830.0,2.0,3.0,113000.0
12040,Yelahanka,2 BHK,1175.0,2.0,1.0,67770.0
12041,Whitefield,2 BHK,1175.0,2.0,1.0,41000.0
12042,Horamavu Banaswadi,2 BHK,1025.0,2.0,2.0,45000.0
12043,Hennur Road,2 BHK,1232.0,2.0,1.0,80000.0
12044,5th Phase JP Nagar,2 BHK,1010.0,2.0,2.0,57000.0
12045,Sarjapur  Road,2 BHK,1273.0,2.0,2.0,60000.0
12046,Battarahalli,2 BHK,1590.0,2.0,2.0,102000.0
12047,Air View Colony,2 BHK,1100.0,2.0,1.0,58500.0
12048,Electronic City Phase II,3 BHK,1252.0,2.0,1.0,65000.0
12049,1st Phase JP Nagar,4 BHK,2615.0,5.0,3.0,222000.0
12050,Arishinakunte,5 BHK,1200.0,6.0,,140000.0
12051,Yelahanka,2 BHK,1322.0,2.0,1.0,77900.0
12052,7th Phase JP Nagar,1 BHK,1000.0,1.0,1.0,60000.0
12053,Harlur,3 BHK,1755.0,3.0,2.0,117000.0
12054,Electronic City Phase II,2 BHK,1135.0,2.0,2.0,46000.0
12055,Rajaji Nagar,8 BHK,1200.0,10.0,2.0,180000.0
12056,Electronic City,4 BHK,1200.0,4.0,1.0,125000.0
12057,Nagavarapalya,2 BHK,1260.0,2.0,2.0,85500.0
12058,Hoodi,5 BHK,3250.0,5.0,2.0,395000.0
12059,Ambedkar Nagar,4 BHK,3500.0,4.0,2.0,550000.0
12060,Manjunath Nagar,5 BHK,1200.0,6.0,2.0,110000.0
12061,Kanakpura Road,3 BHK,1100.0,2.0,1.0,53000.0
12062,Electronic City Phase II,3 BHK,1305.0,3.0,1.0,65000.0
12063,Ayappa Nagar,2 BHK,1236.0,2.0,1.0,50000.0
12064,Uttarahalli,2 BHK,1125.0,1.0,2.0,45000.0
12065,KR Puram,2 BHK,1075.0,2.0,2.0,32250.0
12066,BEML Layout,3 BHK,2000.0,3.0,2.0,85000.0
12067,Kadugondanahalli,8 BHK,772.0,5.0,1.0,60000.0
12068,Thanisandra,6 BHK,2999.97,6.0,0.0,110000.0
12069,Kadugodi,2 BHK,1150.0,2.0,2.0,42000.0
12070,9th Block Jayanagar,4 BHK,1440.0,4.0,1.0,240000.0
12071,Hennur Road,2 BHK,1085.0,2.0,1.0,43400.0
12072,Hebbal Kempapura,3 BHK,1785.0,3.0,0.0,165000.0
12073,Malleshwaram,3 BHK,2475.0,4.0,3.0,300000.0
12074,Thanisandra,3 BHK,1930.0,4.0,2.0,120000.0
12075,4th Phase JP Nagar,2 BHK,600.0,4.0,1.0,70000.0
12076,Kadugondanahalli,2 BHK,800.0,1.0,0.0,45000.0
12077,Kumaraswami Layout,4 BHK,2450.0,3.0,2.0,110000.0
12078,akshaya nagar t c palya,4 BHK,1200.0,4.0,0.0,120000.0
12079,Bannerghatta Road,3 BHK,1920.0,3.0,3.0,122000.0
12080,Kothannur,2 BHK,1085.0,2.0,2.0,34200.0
12081,Thanisandra,1 BHK,760.0,1.0,2.0,50400.0
12082,Sahakara Nagar,2 BHK,1201.0,2.0,3.0,80000.0
12083,Electronic City,3 BHK,1615.0,3.0,2.0,97000.0
12084,HSR Layout,2 BHK,1289.0,2.0,,70000.0
12085,Budigere,3 BHK,1991.0,4.0,2.0,100000.0
12086,Kasavanhalli,2 BHK,1377.0,2.0,2.0,80000.0
12087,Cunningham Road,3 BHK,2880.0,3.0,2.0,560000.0
12088,Laxmi Sagar Layout,3 BHK,1892.0,3.0,2.0,200000.0
12089,Shivaji Nagar,3 BHK,2176.0,3.0,3.0,348000.0
12090,Thanisandra,1 BHK,663.0,1.0,0.0,32820.0
12091,Electronic City,2 BHK,1165.0,2.0,1.0,33650.0
12092,Talaghattapura,3 BHK,3554.0,4.0,1.0,340000.0
12093,Thanisandra,2 BHK,1260.0,2.0,1.0,45500.0
12094,Volagerekallahalli,2 BHK,1095.0,2.0,1.0,39000.0
12095,KR Garden,2 BHK,1050.0,2.0,2.0,65000.0
12096,Seegehalli,2 BHK,1176.0,2.0,2.0,50000.0
12097,Thanisandra,3 BHK,1801.0,3.0,2.0,115000.0
12098,Whitefield,2 BHK,1315.0,2.0,3.0,55000.0
12099,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46000.0
12100,NRI Layout,2 BHK,2400.0,2.0,1.0,125000.0
12101,Uttarahalli,3 BHK,1308.0,2.0,3.0,53000.0
12102,Sarjapur  Road,4 BHK,4250.0,4.0,2.0,610000.0
12103,Thanisandra,3 BHK,1806.0,6.0,2.0,116000.0
12104,Thanisandra,4 BHK,3671.0,4.0,1.0,220000.0
12105,Hoodi,3 BHK,2144.0,3.0,2.0,140000.0
12106,Hoskote,2 BHK,1065.0,2.0,3.0,33750.0
12107,Balagere,2 BHK,1205.0,2.0,1.0,67000.0
12108,Uttarahalli,2 BHK,1160.0,2.0,2.0,40580.0
12109,Kanaka Nagar,4 BHK,750.0,4.0,2.0,90000.0
12110,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,47000.0
12111,mvj engineering college,3 BHK,1200.0,3.0,1.0,56530.0
12112,2nd Phase Judicial Layout,3 BHK,1681.0,3.0,3.0,69000.0
12113,Bommasandra Industrial Area,2 BHK,1130.0,2.0,1.0,32640.0
12114,Iblur Village,4 BHK,3633.0,5.0,1.0,335000.0
12115,Kanakpura Road,3 BHK,1843.0,3.0,2.0,90000.0
12116,Bommasandra Industrial Area,2 BHK,1065.0,2.0,1.0,30750.0
12117,Thubarahalli,3 BHK,1885.0,3.0,2.0,85520.0
12118,R.T. Nagar,2 BHK,1500.0,2.0,2.0,45000.0
12119,Panathur,2 BHK,1210.0,2.0,2.0,69000.0
12120,TC Palaya,2 BHK,1126.0,2.0,1.0,39400.0
12121,Rayasandra,3 BHK,1357.0,2.0,2.0,59000.0
12122,Whitefield,3 BHK,1451.0,2.0,2.0,46400.0
12123,Kodigehaali,4 BHK,1600.0,3.0,3.0,185000.0
12124,Hennur Road,2 BHK,950.0,2.0,1.0,55000.0
12125,Bellandur,2 BHK,960.0,2.0,2.0,48000.0
12126,2nd Block Bel Layout,3 BHK,1625.0,3.0,3.0,92000.0
12127,Kaggalipura,3 BHK,2200.0,4.0,1.0,150000.0
12128,Ambalipura,3 BHK,1607.0,2.0,2.0,112000.0
12129,Kanakpura Road,2 BHK,900.0,2.0,1.0,46290.0
12130,Shree Ananth Nagar Layout,2 BHK,1080.0,2.0,2.0,38000.0
12131,Cooke Town,3 BHK,2300.0,3.0,1.0,250000.0
12132,Hosa Road,4 BHK,1708.0,3.0,0.0,64050.0
12133,Yeshwanthpur,6 BHK,2500.0,5.0,2.0,185000.0
12134,Bellandur,3 BHK,1690.0,2.0,2.0,116000.0
12135,RR Layout,5 BHK,2100.0,3.0,0.0,145000.0
12136,4th Block Koramangala,2 BHK,1269.0,2.0,2.0,97000.0
12137,Haralur Road,2 BHK,1243.0,2.0,2.0,46000.0
12138,Haralur Road,3 BHK,1890.0,3.0,2.0,84000.0
12139,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,33640.0
12140,BTM Layout,2 BHK,1196.0,2.0,2.0,56810.0
12141,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,47000.0
12142,Old Madras Road,3 BHK,1630.0,3.0,2.0,110000.0
12143,Whitefield,2 BHK,1063.0,2.0,1.0,42520.0
12144,Shikaripalya,2 BHK,1025.0,2.0,1.0,39980.0
12145,Chikkabanavar,2 BHK,1067.0,2.0,1.0,38000.0
12146,Kanakpura Road,2 BHK,1299.0,2.0,1.0,89630.0
12147,Panathur,2 BHK,1343.0,2.0,1.0,76000.0
12148,Electronics City Phase 1,3 BHK,1330.0,2.0,2.0,44000.0
12149,Mallasandra,3 BHK,1524.0,2.0,3.0,72000.0
12150,Lingadheeranahalli,4 BHK,2236.0,4.0,2.0,153000.0
12151,Domlur,3 BHK,2955.0,3.0,,235000.0
12152,Raja Rajashweri Nagar,3 BHK,1410.0,2.0,2.0,45120.0
12153,Kothanur,3 BHK,1581.0,3.0,3.0,76000.0
12154,Balagere,2 BHK,1205.0,2.0,1.0,79000.0
12155,Thyagaraja Nagar,3 BHK,1270.0,2.0,2.0,95250.0
12156,VHBCS Layout,3 BHK,1353.0,2.0,2.0,110000.0
12157,Jinkethimmanahalli,2 BHK,1200.0,2.0,1.0,68000.0
12158,basaveshwarnagar,3 BHK,1250.0,2.0,1.0,70000.0
12159,Gopalapura,3 BHK,1950.2,3.0,2.0,261000.0
12160,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,69000.0
12161,Kanakapura,1 BHK,825.0,1.0,0.0,35475.0
12162,Sarjapur  Road,2 BHK,1000.0,2.0,2.0,40000.0
12163,Yelahanka,1 BHK,602.0,1.0,1.0,33000.0
12164,Malleshwaram,5 BHK,3000.0,4.0,0.0,900000.0
12165,Hoodi,2 BHK,1108.0,2.0,0.0,66460.0
12166,Thyagaraja Nagar,2 BHK,1040.0,2.0,1.0,68000.0
12167,Sarjapur,2 BHK,1451.0,2.0,1.0,87000.0
12168,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40540.0
12169,Kanakpura Road,1 BHK,850.0,1.0,1.0,37320.0
12170,Gopalapura,3 BHK,2171.66,3.0,2.0,298000.0
12171,Kanaka Nagar,2 BHK,900.0,2.0,1.0,40000.0
12172,Kudlu,1 BHK,720.0,1.0,1.0,33000.0
12173,Thanisandra,3 BHK,1573.0,3.0,2.0,115000.0
12174,Sarjapur  Road,2 BHK,1026.0,2.0,1.0,60800.0
12175,CV Raman Nagar,3 BHK,1400.0,2.0,2.0,78000.0
12176,Electronic City Phase II,3 BHK,1400.0,2.0,2.0,40440.0
12177,Banashankari Stage III,4 BHK,2100.0,3.0,1.0,147000.0
12178,Sarjapur  Road,2 BHK,1150.0,2.0,1.0,48500.0
12179,Raja Rajeshwari Nagar,3 BHK,1500.0,3.0,2.0,88000.0
12180,Malleshwaram,3 BHK,2400.0,3.0,2.0,380000.0
12181,HRBR Layout,3 BHK,1200.0,3.0,2.0,240000.0
12182,Kothanur,3 BHK,1790.0,3.0,2.0,105000.0
12183,Ramagondanahalli,2 BHK,1125.0,2.0,2.0,75000.0
12184,Hennur,3 BHK,1830.5,3.0,0.0,84205.0
12185,Marathahalli,2 BHK,1100.0,2.0,1.0,50000.0
12186,7th Phase JP Nagar,2 BHK,120.0,2.0,1.0,51000.0
12187,Banaswadi,2 BHK,1105.0,2.0,2.0,57000.0
12188,Thanisandra,2 BHK,1110.0,2.0,2.0,46500.0
12189,Dasanapura,1 BHK,708.0,1.0,1.0,41000.0
12190,Kudlu,2 BHK,1027.0,2.0,2.0,44000.0
12191,"Banashankari 3rd stage, Vivekanandanagar",3 BHK,1600.0,3.0,1.0,100000.0
12192,Thigalarapalya,4 BHK,3122.0,6.0,2.0,250000.0
12193,Sarjapur  Road,2 BHK,1205.0,2.0,2.0,37000.0
12194,5th Phase JP Nagar,3 BHK,1450.0,2.0,2.0,73000.0
12195,Thyagaraja Nagar,4 BHK,750.0,4.0,2.0,125000.0
12196,Annaiah Reddy Layout,1 BHK,540.0,1.0,0.0,22000.0
12197,Dasarahalli,2 BHK,1200.0,2.0,2.0,42000.0
12198,Nagarbhavi,5 BHK,1200.0,5.0,1.0,260000.0
12199,Kalena Agrahara,3 BHK,1837.0,2.0,2.0,95000.0
12200,Whitefield,2 BHK,1346.0,2.0,1.0,76010.0
12201,Balagere,2 BHK,1012.0,2.0,1.0,68000.0
12202,Gopalapura,3 BHK,1950.2,3.0,2.0,193000.0
12203,Atmananda Colony,2 BHK,1125.0,2.0,2.0,55000.0
12204,Kaggadasapura,3 BHK,1500.0,2.0,2.0,60000.0
12205,Harlur,2 BHK,1197.0,2.0,1.0,79900.0
12206,Chandapura,3 BHK,1230.0,2.0,2.0,31370.0
12207,BTM 2nd Stage,2 BHK,1100.0,2.0,2.0,47000.0
12208,Channasandra Layout,3 BHK,1563.0,2.0,2.0,52000.0
12209,4th Block Jayanagar,7 BHK,2240.0,4.0,1.0,700000.0
12210,Hebbal Kempapura,4 BHK,3729.0,4.0,2.0,384000.0
12211,Sarjapur  Road,3 BHK,1600.0,3.0,1.0,120000.0
12212,Green Glen Layout,3 BHK,1715.0,3.0,3.0,120000.0
12213,Bannerghatta Road,4 BHK,2400.0,4.0,1.0,180000.0
12214,Ramagondanahalli,2 BHK,1151.0,2.0,2.0,42500.0
12215,Banaswadi,6 BHK,1200.0,6.0,2.0,220000.0
12216,Uttarahalli,2 BHK,1123.0,2.0,2.0,60000.0
12217,Whitefield,2 BHK,1276.0,2.0,1.0,69500.0
12218,Yelahanka,2 BHK,1315.0,2.0,3.0,77000.0
12219,Poorna Pragna Layout,3 BHK,1270.0,2.0,2.0,50790.0
12220,R.T. Nagar,2 BHK,1325.0,2.0,2.0,52000.0
12221,Varthur,3 BHK,1600.0,3.0,2.0,63200.0
12222,Jakkur,3 BHK,1660.0,3.0,2.0,104000.0
12223,Kodichikkanahalli,2 BHK,1299.0,2.0,3.0,58000.0
12224,Haralur Road,2 BHK,953.0,2.0,1.0,90000.0
12225,Gunjur,2 BHK,1457.0,2.0,3.0,60000.0
12226,Varthur,2 BHK,1000.0,1.0,1.0,65000.0
12227,Mallasandra,3 BHK,1100.0,2.0,3.0,76300.0
12228,Yelahanka,3 BHK,1075.0,2.0,1.0,33530.0
12229,Kanakpura Road,3 BHK,1450.0,3.0,3.0,51000.0
12230,Iblur Village,5 BHK,5515.0,6.0,2.0,425000.0
12231,Bellandur,1 BHK,950.0,1.0,1.0,40000.0
12232,Basaveshwara Nagar,5 BHK,1200.0,3.0,1.0,180000.0
12233,Amam Enclave Layout,2 BHK,1013.0,2.0,2.0,60000.0
12234,Hennur Road,2 BHK,1140.0,2.0,2.0,56000.0
12235,4th T block Jayanagar,3 BHK,2100.0,3.0,3.0,220000.0
12236,Yelahanka,3 BHK,1430.0,3.0,1.0,61000.0
12237,Ilyas Nagar,4 BHK,600.0,3.0,0.0,95000.0
12238,Anantapura,3 BHK,1600.0,3.0,2.0,77000.0
12239,Ayappa Nagar,2 BHK,1190.0,2.0,1.0,48000.0
12240,Ashwath Nagar,3 BHK,1625.0,3.0,2.0,95000.0
12241,Classic Paradise Layout,2 BHK,1210.0,2.0,2.0,53000.0
12242,Lakshminarayana Pura,3 BHK,1615.0,3.0,2.0,150000.0
12243,Kalena Agrahara,2 BHK,1180.0,2.0,2.0,85000.0
12244,Nagasandra,2 BHK,1500.0,2.0,0.0,91000.0
12245,Bellandur,2 BHK,850.0,2.0,1.0,45000.0
12246,Kothanur,2 BHK,1130.0,2.0,2.0,55000.0
12247,CV Raman Nagar,2 BHK,907.0,2.0,2.0,38000.0
12248,HRBR Layout,2 BHK,1300.0,2.0,3.0,90000.0
12249,Hennur Road,3 BHK,1891.0,3.0,1.0,110000.0
12250,Hennur Road,3 BHK,1735.0,3.0,3.0,78000.0
12251,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,33000.0
12252,Gowdanapalya,5 BHK,24.0,5.0,0.0,75000.0
12253,Kumaraswami Layout,7 BHK,2040.0,4.0,3.0,123000.0
12254,Uttarahalli,3 BHK,1590.0,3.0,2.0,57000.0
12255,Jayanti Nagar,5 BHK,1600.0,5.0,2.0,140000.0
12256,Doddakammanahalli,2 BHK,1160.0,2.0,3.0,55000.0
12257,Tasker Town,2 BHK,930.0,1.0,1.0,55000.0
12258,Devanahalli,2 BHK,1010.0,2.0,1.0,58000.0
12259,Electronic City,2 BHK,1221.0,2.0,2.0,68000.0
12260,Banashankari,4 BHK,2400.0,4.0,3.0,470000.0
12261,Hoodi,2 BHK,1108.0,2.0,1.0,87480.0
12262,Vidyaranyapura,4 BHK,1000.0,4.0,2.0,120000.0
12263,Sarjapur  Road,2 BHK,1370.0,2.0,1.0,70000.0
12264,Banashankari Stage V,2 BHK,920.0,2.0,1.0,41500.0
12265,Bhoganhalli,2 BHK,1277.0,2.0,1.0,79890.0
12266,Horamavu Agara,2 BHK,1213.0,2.0,2.0,38100.0
12267,Singasandra,3 BHK,1653.0,3.0,2.0,85000.0
12268,Sarjapur,4 BHK,2400.0,3.0,3.0,140000.0
12269,1st Block Koramangala,4 BHK,3000.0,5.0,3.0,500000.0
12270,Kothanur,4 BHK,1600.0,4.0,3.0,250000.0
12271,Electronics City Phase 1,3 BHK,1321.0,2.0,,40000.0
12272,Kanakpura Road,3 BHK,1570.0,3.0,2.0,68000.0
12273,Hessarghatta,8 BHK,1150.0,8.0,,70000.0
12274,Nallurhalli,2 BHK,1053.0,2.0,3.0,44000.0
12275,Hoysalanagar,3 BHK,1325.0,2.0,3.0,56000.0
12276,manyata,2 BHK,1169.0,2.0,1.0,50110.0
12277,Badavala Nagar,2 BHK,1274.0,2.0,1.0,90000.0
12278,Whitefield,2 BHK,1317.0,2.0,2.0,52000.0
12279,Lakshminarayana Pura,2 BHK,1195.0,2.0,1.0,75000.0
12280,Whitefield,4 BHK,2858.0,4.0,0.0,137000.0
12281,Kammasandra,2 BHK,940.0,2.0,2.0,35000.0
12282,Budigere,3 BHK,1820.0,3.0,2.0,95500.0
12283,Kanakpura Road,3 BHK,1450.0,3.0,3.0,53600.0
12284,Whitefield,3 BHK,1615.0,3.0,0.0,96900.0
12285,Nagarbhavi,3 BHK,2200.0,2.0,3.0,99000.0
12286,Subramanyapura,2 BHK,985.0,2.0,1.0,62500.0
12287,Electronics City Phase 1,2 BHK,1116.0,2.0,1.0,33000.0
